content,country,recipient,sender,timestamp
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",GL,129876627,999999992,1516365483
No problem. How are you doing?,BO,129876606,929875464,1516364894
Ill call you evening ill some ideas.,GR,12-9876611,92-9875486,1516365159
WOT U WANNA DO THEN MISSY?,BO,12-9876557,92-9875467,1516365185
"\"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \\KUDI\"\"yarasu dhina vaazhthukkal. ..\"\"\"",UZ,129876572,929875504,1516364251
"Final Chance! Claim ur �150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. �3.00 Subs 16",BI,129876608,999999997,1516365244
Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,QA,12-9876580,929875488,1516365407
Moby Pub Quiz.Win a �100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP �1.50 008704050406 SP Arrow,KR,12-9876602,999999995,1516365150
"I'm in a meeting, call me later at",KG,12-9876539,929875450,1516365305
U meet other fren dun wan meet me ah... Muz b a guy rite...,AM,129876549,92-9875434,1516366078
Feel like trying kadeem again? :V,SR,129876604,929875475,1516364702
Oh...i asked for fun. Haha...take care. �_,GL,129876598,929875488,1516364348
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,TO,12-9876547,999999998,1516365235
Havent still waitin as usual... �� come back sch oredi?,TM,129876535,92-9875462,1516365281
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,YE,12-9876544,92-9875527,1516365983
"How long has it been since you screamed, princess?",NC,12-9876562,929875482,1516365273
URGENT! We are trying to contact U Todays draw shows that you have won a �800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,PK,129876601,999999994,1516365086
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",MA,129876612,999999992,1516364422
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,MZ,129876577,999999998,1516365052
Remind me how to get there and I shall do so,BO,129876631,92-9875502,1516364512
No. I.ll meet you in the library,AQ,12-9876622,929875447,1516364216
Id onluy matters when getting on from offcampus,ZA,129876626,92-9875502,1516365433
"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",UA,12-9876593,92-9875510,1516366033
Thanx 4 e brownie it's v nice...,PK,129876610,929875525,1516364468
No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,MO,12-9876625,92-9875471,1516365309
