content,country,recipient,sender,timestamp
"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;",IL,12-9876535,92-9875514,1516365364
"Shop till u Drop, IS IT YOU, either 10K, 5K, �500 Cash or �100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",HU,12-9876624,999999995,1516365246
I dont want to hear philosophy. Just say what happen,GZ,12-9876586,929875462,1516365398
Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,BZ,129876552,999999990,1516365260
"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",NG,12-9876595,92-9875437,1516365387
I guess it is useless calling u 4 something important.,GG,129876551,929875439,1516365381
One of best dialogue in cute reltnship..!! \Wen i Die,MH,12-9876563,92-9875485,1516364691
She's good. How are you. Where r u working now,GM,129876565,929875529,1516366099
There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,CY,129876542,929875496,1516364599
So are you guys asking that i get that slippers again or its gone with last year,AF,129876542,92-9875499,1516365762
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,MW,129876615,92-9875526,1516364223
This weekend is fine (an excuse not to do too much decorating),LB,12-9876561,92-9875493,1516364184
Nationwide auto centre (or something like that) on Newport road. I liked them there,KW,129876549,929875492,1516365470
Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,UG,12-9876613,92-9875499,1516366144
Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,RW,12-9876545,92-9875438,1516365531
Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),AT,12-9876619,929875469,1516365434
"\\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\"\"\"\"",BO,129876599,92-9875511,1516366008
"Come to mu, we're sorting out our narcotics situation",KN,12-9876569,929875520,1516364308
Okey dokey swashbuckling stuff what oh.,TT,129876620,929875472,1516365595
Thats cool! I am a gentleman and will treat you with dignity and respect.,OM,129876569,929875504,1516365600
"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",LA,129876555,929875521,1516365942
Tell dear what happen to you. Why you talking to me like an alian,KH,12-9876599,929875504,1516364868
Still i have not checked it da. . .,BH,129876594,92-9875528,1516365187
Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging,JE,129876627,92-9875530,1516365587
Also remember the beads don't come off. Ever.,IN,129876577,929875525,1516364857
If you're thinking of lifting me one then no.,AL,129876540,929875529,1516365840
"Haha just kidding, papa needs drugs",TR,129876564,929875452,1516365482
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed �1000 cash or �5000 prize!,BD,12-9876562,999999990,1516364583
I thank you so much for all you do with selflessness. I love you plenty.,TO,12-9876564,929875508,1516365744
You can jot down things you want to remember later.,CL,129876563,92-9875459,1516365805
"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",AU,12-9876592,929875468,1516365823
WHO ARE YOU SEEING?,TK,129876554,929875439,1516365135
Please CALL 08712402779 immediately as there is an urgent message waiting for you,AI,12-9876597,999999993,1516365003
Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),LI,12-9876614,92-9875462,1516364986
"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",PE,129876572,929875525,1516364190
Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,SK,129876604,999999996,1516366093
Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,RS,12-9876625,999999992,1516364589
"\"Wishing you and your family Merry \\X\"\" mas and HAPPY NEW Year in advance..\"\"\"",AQ,12-9876601,92-9875501,1516364509
Hey morning what you come to ask:-) pa...,HU,12-9876562,92-9875493,1516365959
Come to medical college at 7pm ......forward it da,PT,12-9876621,929875477,1516364968
Yo im right by yo work,CL,12-9876622,92-9875457,1516365906
"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost �1.50. 2 cancel send STOP",YT,12-9876537,999999992,1516365762
Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,TD,129876604,929875512,1516365365
When're you guys getting back? G said you were thinking about not staying for mcr,GN,12-9876589,929875519,1516365107
"Yes, princess. Toledo.",MM,12-9876542,929875520,1516364299
"Mah b, I'll pick it up tomorrow",NE,129876553,92-9875440,1516364912
Fine am simply sitting.,PY,129876571,929875485,1516364178
Oh oh... Wasted... Den muz chiong on sat n sun liao...,RS,12-9876609,92-9875464,1516364508
Oh yah... We never cancel leh... Haha,KY,12-9876537,929875499,1516366059
As a registered optin subscriber ur draw 4 �100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,BS,12-9876606,999999998,1516366095
Then dun wear jeans lor...,AM,12-9876555,929875496,1516365657
Mum not going robinson already.,GD,12-9876564,929875497,1516364624
I dont want to hear anything,LC,129876539,92-9875504,1516365603
Guess he wants alone time. We could just show up and watch when they do..,DK,129876605,929875491,1516365051
Where to get those?,FK,12-9876630,92-9875477,1516365476
Sry da..jst nw only i came to home..,UG,12-9876613,92-9875497,1516365323
Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march ��_ ish!,ER,12-9876631,92-9875498,1516365287
You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,ZW,12-9876549,929875525,1516365185
How much she payed. Suganya.,UA,129876563,929875519,1516366083
K go and sleep well. Take rest:-).,HM,12-9876560,929875507,1516364320
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,PG,12-9876533,929875451,1516365453
"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",CY,12-9876553,92-9875526,1516364405
"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",GN,129876577,929875517,1516365675
Do u noe wat time e place dat sells 4d closes?,CV,12-9876601,92-9875499,1516364510
Wrong phone! This phone! I answer this one but assume the other is people i don't well,ZM,12-9876602,929875439,1516364993
I remain unconvinced that this isn't an elaborate test of my willpower,IT,129876567,92-9875453,1516364797
Life style garments account no please.,AZ,129876600,92-9875500,1516364253
Hi da:)how is the todays class?,MK,12-9876535,929875491,1516366079
Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish,FI,129876611,929875498,1516364982
"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",BV,12-9876599,92-9875453,1516366006
May i call You later Pls,TH,12-9876563,929875481,1516365230
Do you think i can move  &lt;#&gt;  in a week,NR,129876576,92-9875516,1516366066
Well she's in for a big surprise!,MD,12-9876554,92-9875445,1516364482
FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,CH,129876536,999999997,1516365156
Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.,TD,129876612,929875477,1516365553
Where @,BA,12-9876545,929875435,1516365454
I went to project centre,TJ,12-9876612,92-9875459,1516364851
I'm thinking that chennai forgot to come for auction..,GG,129876605,92-9875499,1516364538
"For ur chance to win a �250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",UA,129876539,999999999,1516364779
Gud ni8 dear..slp well..take care..swt dreams..Muah..,GD,129876543,92-9875445,1516365943
"\"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \\GOODMORNING &amp; HAVE A NICE DAY\"\" :)\"\"\"",BV,12-9876588,92-9875505,1516364363
When you are big..| God will bring success.,SE,12-9876533,929875494,1516366053
Oh ok i didnt know what you meant. Yep i am baby jontin,AI,12-9876544,92-9875482,1516365002
Later i guess. I needa do mcat study too.,TL,12-9876551,92-9875469,1516364577
HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN,RO,12-9876567,929875461,1516364857
"Sorry, I'll call later",UY,12-9876576,929875445,1516366047
Ok...,RO,129876548,929875502,1516364187
And by when you're done I mean now,JE,129876558,929875479,1516365270
Do u still have plumbers tape and a wrench we could borrow?,VC,12-9876533,929875433,1516365529
"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",PR,12-9876605,92-9875433,1516365009
Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,SD,129876546,92-9875491,1516365978
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX �1.50,GS,12-9876627,999999991,1516365315
LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,CN,129876547,999999991,1516364931
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,SV,129876543,929875434,1516364216
will you like to be spoiled? :),SZ,129876613,92-9875504,1516365036
Hi dear we saw dear. We both are happy. Where you my battery is low,TN,12-9876551,92-9875475,1516364549
Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,EE,129876566,929875512,1516364799
