content,country,recipient,sender,timestamp
In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),SJ,129876625,92-9875441,1516366132
"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",TT,129876574,92-9875523,1516364482
Just glad to be talking to you.,BJ,12-9876575,92-9875525,1516364403
What's the significance?,PN,129876600,92-9875448,1516364646
Am slow in using biola's fne,TG,12-9876594,92-9875521,1516364232
In fact when do you leave? I think addie goes back to school tues or wed,VU,129876582,929875530,1516365074
Nothing spl..wat abt u and whr ru?,MP,129876549,929875530,1516365630
Hi msg me:)i'm in office..,LS,12-9876627,929875524,1516364755
"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\\Dont wake up early in d mrng'' GOOD night\"\"",ME,129876555,929875457,1516365944
Do u knw dis no. &lt;#&gt; ?,SI,129876602,929875433,1516364614
Lol yeah at this point I guess not,TZ,12-9876574,92-9875497,1516364624
U studying in sch or going home? Anyway i'll b going 2 sch later.,TO,129876614,92-9875481,1516365999
Are you at work right now ?,BJ,12-9876630,929875478,1516365077
Thanks chikku..:-) gud nyt:-*,DJ,129876554,92-9875477,1516365008
4 oclock at mine. Just to bash out a flat plan.,FR,129876573,929875493,1516365089
Really do hope the work doesnt get stressful. Have a gr8 day.,TC,129876583,92-9875441,1516365479
"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",NU,12-9876561,929875511,1516365929
"What i mean was i left too early to check, cos i'm working a 9-6.",CG,129876622,92-9875449,1516365055
Y �_ wan to go there? C doctor?,ST,129876632,929875460,1516365440
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",PR,129876617,92-9875438,1516364405
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,LT,12-9876539,999999996,1516365341
:( but your not here....,MZ,12-9876563,929875501,1516364666
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",MM,12-9876589,929875440,1516364347
Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,NE,129876553,929875498,1516364631
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",GT,12-9876544,999999998,1516365056
from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,RU,12-9876556,999999990,1516364444
Tell me they're female :V how're you throwing in? We're deciding what all to get now,BM,129876589,929875503,1516364925
Hey are we going for the lo lesson or gym?,IR,12-9876556,929875451,1516365202
I had askd u a question some hours before. Its answer,PK,12-9876625,92-9875495,1516364820
Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,CO,129876549,92-9875532,1516365265
"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",GD,12-9876632,92-9875470,1516364299
Orh i tot u say she now still dun believe.,AO,12-9876557,929875451,1516365374
What he said is not the matter. My mind saying some other matter is there.,HR,12-9876572,929875492,1516365354
Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,SC,12-9876622,929875448,1516365816
Sorry * was at the grocers.,UY,12-9876632,929875437,1516365899
"A boy was late 2 home. His father: \\POWER OF FRNDSHIP\"\"\"\"",CK,129876576,92-9875529,1516364243
"\"Superb Thought- \\Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"\":-)\"\"\"",KW,12-9876612,929875506,1516365605
"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",SJ,12-9876625,929875452,1516365814
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",GQ,129876539,92-9875508,1516364603
How do you guys go to see movies on your side.,IS,12-9876620,92-9875525,1516365322
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",GT,12-9876573,999999993,1516366043
"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",NL,12-9876600,929875471,1516365020
"That day �_ say �_ cut ur hair at paragon, is it called hair sense? Do �_ noe how much is a hair cut?",IS,129876575,929875497,1516365551
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,GR,12-9876536,999999995,1516364588
Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,SN,129876589,929875458,1516365863
Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,MV,12-9876620,929875525,1516364903
Wife.how she knew the time of murder exactly,JP,12-9876556,92-9875459,1516364817
He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,NE,12-9876597,929875449,1516364346
"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",MG,129876536,92-9875451,1516364845
Dont gimme that lip caveboy,CI,129876627,92-9875469,1516366034
What class of  &lt;#&gt;  reunion?,CK,129876537,929875517,1516365835
"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",BJ,129876576,92-9875510,1516365813
Got it. Seventeen pounds for seven hundred ml ��� hope ok.,GU,129876609,92-9875484,1516364308
U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,ZW,129876596,999999999,1516365098
"Sorry, I'll call later",TD,12-9876551,929875522,1516366075
Did either of you have any idea's? Do you know of anyplaces doing something?,NU,129876604,92-9875494,1516364831
"\"\\Response\"\" is one of d powerful weapon 2 occupy a place in others 'HEART'... So\"",SH,129876544,929875513,1516365564
Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,KW,12-9876608,92-9875508,1516364306
Thank god they are in bed!,UZ,12-9876592,92-9875515,1516364606
Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,PN,12-9876582,929875440,1516365451
Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,LR,12-9876596,92-9875436,1516364656
I am in office:)whats the matter..msg me now.i will call you at break:).,BM,12-9876621,92-9875520,1516365923
Geeeee ... I love you so much I can barely stand it,CN,12-9876550,929875493,1516365852
Okie,AG,129876562,929875482,1516364570
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,PE,12-9876626,929875528,1516364735
Uhhhhrmm isnt having tb test bad when youre sick,CK,12-9876614,929875506,1516365764
Can you please send me my aunty's number,MM,129876578,92-9875516,1516365460
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,MX,129876550,999999991,1516365551
U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,HM,12-9876609,929875465,1516364226
Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,GD,12-9876578,92-9875467,1516365305
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,TC,129876568,999999998,1516366148
have you ever had one foot before?,BI,12-9876553,929875511,1516365093
