content,country,recipient,sender,timestamp
No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),TG,129876533,92-9875468,1516365182
Good morning princess! Have a great day!,GH,12-9876556,92-9875458,1516364667
I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,CV,12-9876601,929875516,1516364750
Are u coming to the funeral home,GS,129876546,929875469,1516364906
He also knows about lunch menu only da. . I know,BE,129876590,92-9875445,1516364489
"Jay told me already, will do",ES,12-9876599,929875450,1516364334
�� got wat to buy tell us then �_ no need to come in again.,CO,12-9876621,929875531,1516364984
Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,BZ,12-9876613,929875467,1516364327
Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya,IO,129876629,92-9875513,1516365298
Hey mr whats the name of that bill brison book the one about language and words,CH,129876588,92-9875465,1516365051
Carlos'll be here in a minute if you still need to buy,BZ,129876551,92-9875462,1516364504
May b approve panalam...but it should have more posts..,JM,12-9876631,92-9875497,1516365832
Lol ok your forgiven :),ZW,12-9876631,92-9875475,1516365386
Can you pls send me that company name. In saibaba colany,MD,12-9876563,929875516,1516364178
Can u get pic msgs to your phone?,IO,129876541,929875462,1516365684
"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",PH,12-9876533,929875525,1516366026
Er mw im filled tuth is aight,LY,12-9876610,929875508,1516365163
Its not that time of the month nor mid of the time?,CU,129876631,929875444,1516365729
When did dad get back.,BO,12-9876544,92-9875465,1516364601
Then what about further plan?,AU,12-9876548,929875528,1516365832
Sorry de i went to shop.,BB,129876579,929875509,1516366125
Ok k..sry i knw 2 siva..tats y i askd..,CI,129876608,929875524,1516365895
Nokia phone is lovly..,TF,12-9876626,929875480,1516365545
In which place i can get rooms cheap:-),CD,129876626,92-9875498,1516364697
"\"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \\Ur Lovely Friendship\"\"... good morning dear\"\"\"",RE,129876609,92-9875503,1516365348
Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,BZ,129876617,929875466,1516365824
Dont show yourself. How far. Put new pictures up on facebook.,NG,129876618,92-9875472,1516366151
Please tell me you have some of that special stock you were talking about,CD,129876580,92-9875494,1516365673
He is there. You call and meet him,CU,129876610,929875509,1516365375
