content,country,recipient,sender,timestamp
Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,CA,129876599,92-9875454,1516364316
"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",LV,129876624,92-9875434,1516366080
Rofl. Its true to its name,MP,12-9876574,92-9875488,1516365693
That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,PT,129876632,92-9875482,1516365799
Well. Balls. Time to make calls,LC,12-9876544,929875522,1516364673
Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,LI,12-9876564,929875461,1516365044
Ok thanx... Take care then...,EC,129876617,929875512,1516364480
"Ta-Daaaaa! I am home babe, are you still up ?",CR,129876552,929875509,1516365650
Are you in castor? You need to see something,UY,12-9876548,929875449,1516364284
Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,ZA,129876557,929875519,1516364333
"Loan for any purpose �500 - �75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",BF,129876573,999999999,1516364914
Are you driving or training?,IT,129876589,92-9875489,1516364643
I love your ass! Do you enjoy doggy style? :),RS,129876547,929875454,1516365640
"Congratulations! Thanks to a good friend U have WON the �2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",LV,12-9876593,999999990,1516365932
Gudnite....tc...practice going on,HT,12-9876588,92-9875501,1516364594
Hey happy birthday...,UM,129876586,92-9875503,1516365648
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,ET,129876599,999999997,1516365493
Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,BO,129876556,92-9875528,1516365635
I'm ok. Will do my part tomorrow,CG,129876547,92-9875459,1516365413
Oh ya ya. I remember da. .,BB,129876606,929875492,1516364395
i am going to bed now prin,ET,129876533,929875507,1516364346
Back in brum! Thanks for putting us up and keeping us all and happy. See you soon,HR,12-9876567,92-9875448,1516365902
U should have made an appointment,ZW,129876605,92-9875471,1516365398
"\"I keep seeing weird shit and bein all \\woah\"\" then realising it's actually reasonable and I'm all \\\"\"oh\\\"\"\"\"\"",QA,12-9876558,929875483,1516365291
He's in lag. That's just the sad part but we keep in touch thanks to skype,BN,129876627,92-9875452,1516365386
I have gone into get info bt dont know what to do,UY,12-9876553,929875448,1516365165
"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",FO,12-9876619,929875525,1516364993
Its a part of checking IQ,YE,129876621,929875522,1516365439
Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,UM,129876535,929875444,1516364244
Sos! Any amount i can get pls.,TF,129876627,92-9875512,1516365709
No..but heard abt tat..,MY,12-9876573,929875530,1516365419
What is important is that you prevent dehydration by giving her enough fluids,VA,12-9876546,92-9875439,1516364571
"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",BW,12-9876537,92-9875475,1516364854
"Machan you go to gym tomorrow,  i wil come late goodnight.",AN,12-9876534,92-9875506,1516364692
Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,SH,129876560,92-9875454,1516364356
K.k:)apo k.good movie.,VA,129876595,92-9875472,1516366055
That was random saw my old roomate on campus. He graduated,NU,12-9876571,929875497,1516365902
And maybe some pressies,MQ,12-9876549,929875526,1516364524
No message..no responce..what happend?,LU,129876580,92-9875518,1516364191
Yesterday its with me only . Now am going home.,TH,129876627,929875459,1516365803
Just buy a pizza. Meat lovers or supreme. U get to pick.,GZ,12-9876540,92-9875525,1516365521
my ex-wife was not able to have kids. Do you want kids one day?,CL,129876546,929875523,1516365975
Badrith is only for chennai:)i will surely pick for us:)no competition for him.,BW,129876577,929875456,1516364947
I am late. I will be there at,LT,129876585,929875528,1516365458
Ok then i will come to ur home after half an hour,UA,129876625,929875475,1516365095
Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,EH,12-9876624,999999993,1516364434
Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,GS,129876559,92-9875482,1516364237
U having lunch alone? I now so bored...,JM,12-9876570,92-9875482,1516365211
WOT U UP 2 J?,IO,12-9876548,929875438,1516365082
Blank is Blank. But wat is blank? Lol,AG,12-9876577,92-9875445,1516365804
yay! finally lol. i missed our cinema trip last week :-(,GN,129876585,92-9875467,1516365862
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,MY,129876548,92-9875522,1516365430
"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",EC,12-9876603,929875443,1516364427
Do u hav any frnd by name ashwini in ur college?,AN,129876558,92-9875511,1516365585
Hi Princess! Thank you for the pics. You are very pretty. How are you?,ST,12-9876572,92-9875508,1516364674
Yup i'm elaborating on the safety aspects and some other issues..,SZ,12-9876581,92-9875525,1516365004
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,LK,129876611,929875507,1516365366
Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,AL,129876550,92-9875492,1516364811
I'm job profile seems like bpo..,BO,129876626,929875502,1516364844
When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,HT,129876554,929875497,1516364205
"Aight, I'll text you when I'm back",JO,12-9876558,929875495,1516364155
How i noe... Did �_ specify da domain as nusstu... �� still in sch...,KN,129876559,92-9875524,1516365106
And you! Will expect you whenever you text! Hope all goes well tomo,MU,129876569,929875513,1516364523
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",RW,12-9876607,999999995,1516365667
Aiyar sorry lor forgot 2 tell u...,GU,129876556,92-9875472,1516364621
I went to project centre,GA,129876605,92-9875440,1516365009
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",LT,129876575,92-9875460,1516365030
I am in hospital da. . I will return home in evening,TT,129876600,92-9875517,1516366045
Yup but it's not giving me problems now so mayb i'll jus leave it...,IO,12-9876568,929875457,1516364242
Which is weird because I know I had it at one point,AE,12-9876599,929875439,1516365510
Yunny... I'm goin to be late,HT,12-9876575,92-9875490,1516365592
Are you plans with your family set in stone ?,AW,129876598,92-9875450,1516364868
Its like that hotel dusk game i think. You solve puzzles in a area thing,HU,129876557,92-9875520,1516364200
Get ready to put on your excellent sub face :),CH,12-9876612,929875523,1516364419
Why nothing. Ok anyway give me treat,NA,129876577,92-9875491,1516365684
"Sorry, I can't help you on this.",CO,129876539,929875454,1516364965
Pls she needs to dat slowly or she will vomit more.,IL,12-9876580,92-9875485,1516364585
How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,BM,129876549,929875456,1516364514
"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",MO,12-9876575,92-9875501,1516364913
Already am squatting is the new way of walking,YT,12-9876556,92-9875516,1516364779
1 in cbe. 2 in chennai.,HK,129876555,929875506,1516364990
