content,country,recipient,sender,timestamp
Probably gonna swing by in a wee bit,BY,12-9876598,929875485,1516364343
"I think your mentor is , but not 100 percent sure.",MC,129876539,929875438,1516365407
"Sir, waiting for your letter.",RW,129876537,92-9875470,1516364459
You have 1 new voicemail. Please call 08719181513.,FR,129876609,999999992,1516364228
Go chase after her and run her over while she's crossing the street,UZ,12-9876587,92-9875478,1516364746
Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,HM,129876609,999999994,1516365051
There the size of elephant tablets & u shove um up ur ass!!,VE,129876551,929875518,1516365868
I dont understand your message.,HU,129876591,929875462,1516364611
I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,LA,129876585,929875512,1516365291
Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,LK,129876597,929875499,1516364823
Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,DM,12-9876548,92-9875435,1516364761
WIN URGENT! Your mobile number has been awarded with a �2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,GH,129876598,999999995,1516364360
Yeah right! I'll bring my tape measure fri!,MK,129876603,929875531,1516365457
"Babe, I need your advice",IO,129876545,92-9875437,1516365708
I've told him that i've returned it. That should i re order it.,BD,12-9876614,92-9875451,1516364295
I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,HN,12-9876603,929875446,1516365166
"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or �10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",GY,12-9876537,999999992,1516364228
Shopping lor. Them raining mah hard 2 leave orchard.,GP,12-9876548,92-9875485,1516365422
Where can download clear movies. Dvd copies.,FM,129876559,929875488,1516364815
"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",GI,129876619,92-9875524,1516365301
Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,KI,129876618,929875479,1516365503
What time you coming down later?,LT,129876552,92-9875462,1516365461
No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,KG,12-9876597,92-9875501,1516365936
Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,TJ,129876609,92-9875465,1516364568
True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,CY,12-9876588,92-9875467,1516365282
Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,SJ,129876624,929875481,1516365238
WIN a �200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 �1.50perweeksub.,BA,129876565,999999997,1516365568
Lol or I could just starve and lose a pound by the end of the day.,HR,12-9876562,929875469,1516365900
"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",BA,12-9876557,92-9875516,1516364243
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,CD,12-9876582,999999992,1516365169
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",OM,12-9876544,929875464,1516364993
Is ur paper in e morn or aft tmr?,JP,12-9876622,92-9875470,1516366135
